run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,335147,348883,354303,25072255,2552.62241070857,1.0,True
1,64,64,334236,348742,493623,25137417,2546.0054229119883,1.0,True
2,64,64,331210,339125,342460,24598288,2601.8070851109637,1.0,True
