run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,124316,138265,150533,9984331,6410.0438977834365,1,true
1,64,64,123125,129394,138355,9826521,6512.986640948511,1,true
2,64,64,122862,129147,129980,9832112,6509.2830512915225,1,true
