run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,83586,89854,100271,6289758,10175.272244178552,1,true
1,64,64,82514,89335,120170,6237279,10260.88459406738,1,true
2,64,64,82133,88192,91808,6127495,10444.724965095851,1,true
