run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,218288,333035,333035,2601957,24596.87073998533,10,1,1,true
1,4,64,214228,223075,223075,2463600,25978.24322130216,10,1,1,true
2,4,64,219590,239818,239818,2504675,25552.217353548862,10,1,1,true
