run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,25818611,30488525,33945571,1704374778,37.550426599894216,1.0,True
1,64,64,26147336,29165070,34125468,1701667465,37.610168447335276,1.0,True
2,64,64,26044303,28702575,34594085,1694948226,37.75926545617093,1.0,True
