run,batch_index,query_indices,query_count,batch_latency_ns,recall_at_10,result_ids
0,0,13,1,25290042,1.0,"[[""6081"", ""52373"", ""92593"", ""83509"", ""43326"", ""87173"", ""90756"", ""15597"", ""11037"", ""49214""]]"
0,1,11,1,25959013,1.0,"[[""82716"", ""74739"", ""335"", ""65198"", ""29474"", ""16909"", ""757"", ""2129"", ""19921"", ""89787""]]"
0,2,19,1,26353131,1.0,"[[""2158"", ""24509"", ""3134"", ""3803"", ""19114"", ""795"", ""9033"", ""97"", ""8808"", ""11193""]]"
0,3,46,1,25026810,1.0,"[[""20929"", ""55203"", ""49144"", ""63883"", ""12918"", ""63393"", ""81280"", ""21491"", ""84496"", ""60007""]]"
0,4,37,1,28205646,1.0,"[[""2446"", ""68819"", ""78324"", ""56276"", ""18425"", ""9689"", ""33868"", ""32802"", ""18673"", ""45097""]]"
0,5,27,1,28063259,1.0,"[[""98315"", ""84050"", ""1465"", ""86056"", ""99744"", ""50480"", ""67177"", ""34552"", ""11193"", ""36890""]]"
0,6,7,1,28127609,1.0,"[[""12205"", ""96662"", ""85016"", ""81291"", ""46441"", ""15597"", ""4137"", ""8133"", ""66954"", ""76790""]]"
0,7,15,1,31864950,1.0,"[[""44508"", ""13725"", ""74545"", ""68422"", ""91409"", ""60382"", ""403"", ""65137"", ""73779"", ""89787""]]"
0,8,41,1,33749685,1.0,"[[""83363"", ""39296"", ""76007"", ""50249"", ""55617"", ""64829"", ""3829"", ""42761"", ""1965"", ""48666""]]"
0,9,50,1,25535761,1.0,"[[""30382"", ""92357"", ""13257"", ""403"", ""68974"", ""21305"", ""84280"", ""77754"", ""94044"", ""27902""]]"
0,10,24,1,25576458,1.0,"[[""82571"", ""74545"", ""39557"", ""26962"", ""83449"", ""87598"", ""49902"", ""307"", ""34274"", ""86132""]]"
0,11,8,1,25680372,1.0,"[[""20741"", ""39707"", ""92990"", ""89518"", ""16962"", ""2029"", ""58681"", ""18117"", ""15173"", ""36465""]]"
0,12,17,1,25075331,1.0,"[[""39299"", ""3549"", ""53238"", ""45180"", ""39707"", ""37582"", ""86656"", ""42897"", ""65073"", ""42346""]]"
0,13,23,1,25700590,1.0,"[[""36493"", ""25494"", ""49144"", ""8085"", ""84421"", ""9406"", ""9243"", ""92568"", ""64667"", ""91816""]]"
0,14,60,1,25694859,1.0,"[[""74030"", ""2570"", ""76702"", ""1789"", ""52765"", ""51949"", ""60025"", ""81291"", ""32789"", ""3687""]]"
0,15,49,1,25283249,1.0,"[[""27902"", ""2201"", ""39677"", ""387"", ""9236"", ""93582"", ""88883"", ""20349"", ""31363"", ""84030""]]"
0,16,22,1,25202829,1.0,"[[""229"", ""74739"", ""24929"", ""3"", ""21419"", ""87051"", ""60440"", ""24455"", ""425"", ""81233""]]"
0,17,25,1,25119343,1.0,"[[""48289"", ""31542"", ""72017"", ""72154"", ""42712"", ""15173"", ""40111"", ""85308"", ""44838"", ""54064""]]"
0,18,3,1,24569043,1.0,"[[""26194"", ""11345"", ""60600"", ""90708"", ""80134"", ""60809"", ""56987"", ""37686"", ""82716"", ""52386""]]"
0,19,16,1,25545680,1.0,"[[""8957"", ""45180"", ""89941"", ""53454"", ""5129"", ""88713"", ""67086"", ""23349"", ""8499"", ""72246""]]"
0,20,34,1,25348882,1.0,"[[""76437"", ""2311"", ""5129"", ""61609"", ""90750"", ""90293"", ""755"", ""63393"", ""1285"", ""50480""]]"
0,21,31,1,25818611,1.0,"[[""34742"", ""51728"", ""56671"", ""443"", ""72163"", ""42042"", ""90198"", ""66592"", ""89852"", ""5197""]]"
0,22,9,1,25191257,1.0,"[[""1873"", ""84280"", ""99218"", ""37318"", ""64485"", ""94337"", ""39296"", ""36890"", ""17021"", ""90293""]]"
0,23,12,1,25668991,1.0,"[[""3217"", ""48666"", ""36862"", ""64485"", ""64624"", ""15022"", ""27534"", ""66195"", ""47755"", ""26821""]]"
0,24,14,1,24883912,1.0,"[[""49480"", ""84421"", ""9602"", ""56214"", ""76790"", ""68974"", ""64269"", ""3803"", ""11929"", ""25702""]]"
0,25,2,1,26332302,1.0,"[[""21419"", ""45180"", ""7856"", ""489"", ""1455"", ""19114"", ""22811"", ""33821"", ""45741"", ""73408""]]"
0,26,29,1,26368569,1.0,"[[""91554"", ""62592"", ""397"", ""84050"", ""94290"", ""50480"", ""91104"", ""67"", ""64624"", ""15022""]]"
0,27,30,1,25590264,1.0,"[[""58681"", ""71936"", ""30707"", ""17126"", ""68680"", ""72154"", ""8261"", ""3149"", ""5346"", ""92568""]]"
0,28,33,1,25631210,1.0,"[[""25941"", ""90756"", ""2011"", ""86132"", ""52373"", ""77482"", ""37686"", ""34570"", ""36893"", ""12205""]]"
0,29,53,1,25344814,1.0,"[[""42748"", ""48289"", ""75414"", ""25702"", ""30694"", ""2129"", ""58857"", ""63306"", ""87044"", ""97315""]]"
0,30,44,1,24881638,1.0,"[[""47966"", ""84818"", ""39297"", ""12237"", ""33385"", ""73968"", ""32230"", ""39893"", ""43160"", ""93888""]]"
0,31,35,1,26006802,1.0,"[[""47263"", ""11854"", ""18453"", ""96016"", ""78881"", ""23224"", ""29617"", ""95738"", ""93160"", ""50480""]]"
0,32,43,1,25360073,1.0,"[[""61257"", ""32230"", ""34731"", ""32566"", ""39085"", ""7937"", ""55203"", ""44598"", ""90785"", ""44139""]]"
0,33,55,1,26679441,1.0,"[[""60929"", ""50809"", ""83144"", ""32789"", ""60486"", ""57550"", ""4438"", ""29739"", ""25086"", ""2446""]]"
0,34,21,1,26639987,1.0,"[[""73624"", ""92568"", ""17126"", ""9394"", ""20929"", ""5441"", ""72610"", ""49152"", ""87598"", ""11087""]]"
0,35,39,1,25643062,1.0,"[[""9723"", ""52597"", ""93341"", ""34552"", ""84984"", ""1465"", ""88485"", ""1171"", ""31161"", ""1531""]]"
0,36,1,1,25748921,1.0,"[[""50964"", ""31376"", ""9689"", ""5049"", ""41754"", ""19921"", ""9236"", ""60007"", ""23562"", ""17526""]]"
0,37,56,1,24854487,1.0,"[[""27534"", ""333"", ""89852"", ""7105"", ""469"", ""2311"", ""88485"", ""3687"", ""64269"", ""31390""]]"
0,38,32,1,26073147,1.0,"[[""1011"", ""58405"", ""91070"", ""32053"", ""19774"", ""10682"", ""9414"", ""28965"", ""71482"", ""55016""]]"
0,39,45,1,25989300,1.0,"[[""33385"", ""37449"", ""1455"", ""65197"", ""87598"", ""705"", ""571"", ""80688"", ""13311"", ""95330""]]"
0,40,54,1,26474618,1.0,"[[""787"", ""99030"", ""64624"", ""97092"", ""63956"", ""1873"", ""7977"", ""67"", ""64667"", ""51957""]]"
0,41,18,1,26413764,1.0,"[[""41210"", ""26241"", ""49152"", ""20825"", ""28965"", ""35445"", ""80283"", ""93173"", ""44497"", ""6621""]]"
0,42,10,1,26629728,1.0,"[[""46857"", ""791"", ""58528"", ""14408"", ""443"", ""3361"", ""50"", ""4405"", ""61609"", ""49902""]]"
0,43,51,1,26074119,1.0,"[[""60809"", ""65198"", ""88883"", ""68541"", ""91409"", ""71336"", ""56987"", ""47051"", ""9095"", ""78778""]]"
