engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,8,64,331968,14204885,14204885,19004296,3367.659607069896,10,1.0,1.0
torch-cuda,1,8,64,320410,338127,338127,4593243,13933.510593713418,10,1.0,1.0
torch-cuda,2,8,64,324036,344366,344366,4543718,14085.381179025635,10,1.0,1.0
