run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,89086,96200,102822,6171483,10370.278910271647,10,1,1,true
1,64,64,88827,94266,97242,6120848,10456.06752528408,10,1,1,true
2,64,64,89047,92773,99215,6128883,10442.359562093125,10,1,1,true
