run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,13415,14587,16891,1206807,53032.50644054932,10,1,1,true
1,64,64,13255,14306,17473,1196949,53469.27897512759,10,1,1,true
2,64,64,13145,13946,15308,1181270,54178.97686388378,10,1,1,true
