engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
faiss-flat,0,4,64,542695,555619,555619,3564066,17957.018753300305,10,1.0,1.0
faiss-flat,1,4,64,478725,482132,482132,3150342,20315.254661239953,10,1.0,1.0
faiss-flat,2,4,64,476731,482793,482793,3113223,20557.47371775167,10,1.0,1.0
