engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,64,64,99590,103165,108983,10684061,5990.231616985339,10,1.0,1.0
torch-cpu,1,64,64,98919,107101,113600,10579395,6049.495268869345,10,1.0,1.0
torch-cpu,2,64,64,99099,108633,111718,10482850,6105.209938137053,10,1.0,1.0
