run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,67089292,68057514,68057514,270308622,236.76640251601,10,1,1,true
1,4,64,73372645,82716331,82716331,302583878,211.51159943822256,10,1,1,true
2,4,64,62159473,67599217,67599217,257548435,248.49694776829062,10,1,1,true
