engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,4,64,322513,8019450,8019450,10546656,6068.274152489661,10,1.0,1.0
torch-cuda,1,4,64,320189,327112,327112,2590255,24707.992070278797,10,1.0,1.0
torch-cuda,2,4,64,314568,323595,323595,2554718,25051.68867953332,10,1.0,1.0
