run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,778300,1122000,1336700,4210883800,1187.3991868405392,1,true
1,5000,5000,764400,1091200,1306100,4150342300,1204.7199094879475,1,true
2,5000,5000,741300,1070300,1278400,4037035700,1238.5325202846238,1,true
3,5000,5000,744000,1070100,1256600,4045474700,1235.9488986545882,1,true
4,5000,5000,742100,1073700,1280700,4038008900,1238.2340217229337,1,true
