run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,1691600,1973500,2211300,8705196500,574.3695733921687,1,true
1,5000,5000,1687800,1948100,2110000,8654201900,577.7540272084477,1,true
2,5000,5000,1693300,1975800,2148000,8689961800,575.3765223686023,1,true
3,5000,5000,1691900,1956400,2113800,8670577800,576.6628378560885,1,true
4,5000,5000,1694400,1976800,2315300,8740068600,572.0778896403627,1,true
