engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,4,64,459659,1629628,1629628,4708256,13593.1436183589,10,1.0,1.0
torch-cpu,1,4,64,454250,460040,460040,3178115,20137.723147211476,10,1.0,1.0
torch-cpu,2,4,64,450824,458818,458818,3133911,20421.766923183204,10,1.0,1.0
