run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,134439,158047,193190,10883760,5880.320771498085,1,true
1,64,64,134578,173274,196977,10855055,5895.870633543543,1,true
2,64,64,134099,193856,228861,10977135,5830.300893630259,1,true
