run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,313,5000,884237,942515,956505,337769834,14802.979711918264,10,1,1,true
1,313,5000,875884,938848,947722,336824946,14844.506202340488,10,1,1,true
2,313,5000,880461,941633,952049,336988832,14837.286951990147,10,1,1,true
