run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,8,64,123505,170666,170666,1866321,34292.06444121885,10,1,1,true
1,8,64,122414,131688,131688,1724448,37113.32553953497,10,1,1,true
2,8,64,121502,132148,132148,1715775,37300.92815200128,10,1,1,true
