run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,869805,897146,904086,56073689,1141.3552620017563,1,1,,true
1,64,64,875805,926721,933571,56712708,1128.4948692628113,1,1,,true
2,64,64,869474,893540,919650,56179378,1139.2080560236889,1,1,,true
