run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,156777,165776,186238,11351065,5638.2374693475895,1,true
1,64,64,155485,162796,174276,11124617,5753.007047343743,1,true
2,64,64,154582,166004,169080,11005880,5815.073397129535,1,true
