engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
numpy,0,8,64,207662,459870,459870,3700393,17295.460238952997,10,1.0,1.0
numpy,1,8,64,205208,213861,213861,3347583,19118.27130201103,10,1.0,1.0
numpy,2,8,64,204357,215183,215183,3331910,19208.201902212244,10,1.0,1.0
