run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,8,64,233411,241693,241693,2585319,24755.165610123935,10,1,1,true
1,8,64,231007,237346,237346,2564338,24957.70838321625,10,1,1,true
2,8,64,228923,238958,238958,2547462,25123.044033630336,10,1,1,true
