run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,1144100,1684000,2005600,6201050100,806.3150465434878,1,true
1,5000,5000,1103800,1608100,1887000,5974761600,836.8534737854645,1,true
2,5000,5000,1106700,1603300,1866900,5980541700,836.0446679938709,1,true
3,5000,5000,1100000,1599000,1827300,5960521400,838.8527889523222,1,true
4,5000,5000,1066900,1566800,1805600,5791251800,863.3711972254428,1,true
