run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,1976687,1998788,1998788,8189498,7814.886822122675,10,1,1,true
1,4,64,1982819,1990393,1990393,8210266,7795.118940117165,10,1,1,true
2,4,64,1987186,2009449,2009449,8227799,7778.507958203647,10,1,1,true
