engine,run,batch_index,query_indices,query_count,completed_ns,device_resident_ns,k,recall_at_k,recall_at_10
faiss-flat,0,0,13,1,28353,,10,1.0,1.0
faiss-flat,0,1,11,1,31098,,10,1.0,1.0
faiss-flat,0,2,19,1,30256,,10,1.0,1.0
faiss-flat,0,3,46,1,31018,,10,1.0,1.0
faiss-flat,0,4,37,1,29354,,10,1.0,1.0
faiss-flat,0,5,27,1,29125,,10,1.0,1.0
faiss-flat,0,6,7,1,28683,,10,1.0,1.0
faiss-flat,0,7,15,1,28153,,10,1.0,1.0
faiss-flat,0,8,41,1,41838,,10,1.0,1.0
faiss-flat,0,9,50,1,28453,,10,1.0,1.0
faiss-flat,0,10,24,1,28173,,10,1.0,1.0
faiss-flat,0,11,8,1,28173,,10,1.0,1.0
faiss-flat,0,12,17,1,28513,,10,1.0,1.0
faiss-flat,0,13,23,1,27992,,10,1.0,1.0
faiss-flat,0,14,60,1,27712,,10,1.0,1.0
faiss-flat,0,15,49,1,27391,,10,1.0,1.0
faiss-flat,0,16,22,1,28203,,10,1.0,1.0
faiss-flat,0,17,25,1,27502,,10,1.0,1.0
faiss-flat,0,18,3,1,59311,,10,1.0,1.0
faiss-flat,0,19,16,1,32912,,10,1.0,1.0
faiss-flat,0,20,34,1,32180,,10,1.0,1.0
faiss-flat,0,21,31,1,28353,,10,1.0,1.0
faiss-flat,0,22,9,1,27762,,10,1.0,1.0
faiss-flat,0,23,12,1,27711,,10,1.0,1.0
faiss-flat,0,24,14,1,27972,,10,1.0,1.0
faiss-flat,0,25,2,1,27592,,10,1.0,1.0
faiss-flat,0,26,29,1,27532,,10,1.0,1.0
faiss-flat,0,27,30,1,27621,,10,1.0,1.0
faiss-flat,0,28,33,1,27271,,10,1.0,1.0
faiss-flat,0,29,53,1,27432,,10,1.0,1.0
faiss-flat,0,30,44,1,27301,,10,1.0,1.0
faiss-flat,0,31,35,1,30627,,10,1.0,1.0
faiss-flat,0,32,43,1,28152,,10,1.0,1.0
faiss-flat,0,33,55,1,28663,,10,1.0,1.0
faiss-flat,0,34,21,1,36327,,10,1.0,1.0
faiss-flat,0,35,39,1,30066,,10,1.0,1.0
faiss-flat,0,36,1,1,27401,,10,1.0,1.0
faiss-flat,0,37,56,1,27842,,10,1.0,1.0
faiss-flat,0,38,32,1,31399,,10,1.0,1.0
faiss-flat,0,39,45,1,28023,,10,1.0,1.0
faiss-flat,0,40,54,1,27090,,10,1.0,1.0
faiss-flat,0,41,18,1,27190,,10,1.0,1.0
faiss-flat,0,42,10,1,27592,,10,1.0,1.0
faiss-flat,0,43,51,1,27662,,10,1.0,1.0
faiss-flat,0,44,0,1,27742,,10,1.0,1.0
faiss-flat,0,45,47,1,26780,,10,1.0,1.0
faiss-flat,0,46,5,1,27431,,10,1.0,1.0
faiss-flat,0,47,63,1,28484,,10,1.0,1.0
faiss-flat,0,48,38,1,27251,,10,1.0,1.0
faiss-flat,0,49,48,1,26981,,10,1.0,1.0
faiss-flat,0,50,52,1,32831,,10,1.0,1.0
faiss-flat,0,51,20,1,28263,,10,1.0,1.0
faiss-flat,0,52,58,1,30036,,10,1.0,1.0
faiss-flat,0,53,61,1,27451,,10,1.0,1.0
faiss-flat,0,54,6,1,27070,,10,1.0,1.0
faiss-flat,0,55,59,1,26870,,10,1.0,1.0
faiss-flat,0,56,57,1,28022,,10,1.0,1.0
faiss-flat,0,57,62,1,27472,,10,1.0,1.0
faiss-flat,0,58,40,1,27381,,10,1.0,1.0
faiss-flat,0,59,28,1,27512,,10,1.0,1.0
faiss-flat,0,60,42,1,27171,,10,1.0,1.0
faiss-flat,0,61,26,1,27611,,10,1.0,1.0
faiss-flat,0,62,36,1,27432,,10,1.0,1.0
faiss-flat,0,63,4,1,27612,,10,1.0,1.0
faiss-flat,1,0,16,1,29716,,10,1.0,1.0
faiss-flat,1,1,14,1,28433,,10,1.0,1.0
faiss-flat,1,2,4,1,28544,,10,1.0,1.0
faiss-flat,1,3,36,1,28062,,10,1.0,1.0
faiss-flat,1,4,26,1,28252,,10,1.0,1.0
faiss-flat,1,5,30,1,28754,,10,1.0,1.0
faiss-flat,1,6,3,1,27742,,10,1.0,1.0
faiss-flat,1,7,32,1,27772,,10,1.0,1.0
faiss-flat,1,8,15,1,27872,,10,1.0,1.0
faiss-flat,1,9,10,1,27772,,10,1.0,1.0
faiss-flat,1,10,38,1,27451,,10,1.0,1.0
faiss-flat,1,11,24,1,27361,,10,1.0,1.0
faiss-flat,1,12,59,1,27401,,10,1.0,1.0
faiss-flat,1,13,54,1,27983,,10,1.0,1.0
faiss-flat,1,14,2,1,27932,,10,1.0,1.0
faiss-flat,1,15,34,1,27612,,10,1.0,1.0
faiss-flat,1,16,0,1,27722,,10,1.0,1.0
faiss-flat,1,17,50,1,27251,,10,1.0,1.0
faiss-flat,1,18,29,1,27411,,10,1.0,1.0
faiss-flat,1,19,13,1,34855,,10,1.0,1.0
faiss-flat,1,20,52,1,29716,,10,1.0,1.0
faiss-flat,1,21,55,1,27502,,10,1.0,1.0
faiss-flat,1,22,18,1,28002,,10,1.0,1.0
faiss-flat,1,23,31,1,27491,,10,1.0,1.0
faiss-flat,1,24,12,1,27582,,10,1.0,1.0
faiss-flat,1,25,7,1,27472,,10,1.0,1.0
faiss-flat,1,26,40,1,27421,,10,1.0,1.0
faiss-flat,1,27,35,1,27421,,10,1.0,1.0
faiss-flat,1,28,22,1,28043,,10,1.0,1.0
faiss-flat,1,29,27,1,27191,,10,1.0,1.0
