run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,8,64,26987095,27379604,27379604,226493536,282.56877052773814,64,1,,true
1,8,64,27401877,28598793,28598793,231111636,276.92244798959405,64,1,,true
2,8,64,28053535,33848591,33848591,244484002,261.7758195892098,64,1,,true
