run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,17306,18987,20209,2804406,22821.232018473787,1,true
1,64,64,16979,18764,20256,2755682,23224.740735687206,1,true
2,64,64,16961,19311,19838,2740177,23356.155460030503,1,true
