run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,30478,33350,39933,2791998,22922.65252339006,1,true
1,64,64,30479,32647,34883,2750005,23272.68495875462,1,true
2,64,64,29311,31547,33823,2634936,24289.014989358377,1,true
