run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,8,64,4435846,4555015,4555015,36541401,1751.438046942973,10,1,1,true
1,8,64,4407644,4601525,4601525,36384316,1758.9996744751227,10,1,1,true
2,8,64,4451870,4540974,4540974,36566960,1750.2138542553166,10,1,1,true
