run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,101332,149093,176836,7999233,8000.767073543177,10,1,1,true
1,64,64,100520,144707,148673,8174757,7828.978891971958,10,1,1,true
2,64,64,99499,130726,138769,7303829,8762.527162122771,10,1,1,true
