engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
numpy,0,64,64,56996,62647,64631,5938156,10777.756596492245,10,1.0,1.0
numpy,1,64,64,56976,63309,66765,5806360,11022.396131138958,10,1.0,1.0
numpy,2,64,64,56876,62697,73708,5801371,11031.875051604182,10,1.0,1.0
