run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,1,64,64142517,64142517,64142517,65162057,982.1666618044302,10,1,1,true
1,1,64,70102612,70102612,70102612,71121130,899.8732163001347,10,1,1,true
2,1,64,69060968,69060968,69060968,70053268,913.5904980193072,10,1,1,true
