run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,153074,167743,241876,11162219,5733.626978650034,10,1,1,true
1,64,64,152235,158960,170618,10953538,5842.861000710455,10,1,1,true
2,64,64,151610,156223,158644,10830908,5909.015199833661,10,1,1,true
