engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,64,64,99276,111248,116568,10229413,6256.468479667406,10,1.0,1.0
torch-cpu,1,64,64,98995,109905,116548,9909825,6458.237153531974,10,1.0,1.0
torch-cpu,2,64,64,98053,111067,116698,9816811,6519.4287635770925,10,1.0,1.0
