run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,293000,601600,856700,1731447300,2887.7575424906086,1,true
1,5000,5000,288400,511600,632500,1650743700,3028.93780542673,1,true
2,5000,5000,286300,519800,649600,1637273800,3053.8569663791113,1,true
3,5000,5000,285500,507700,624200,1627022300,3073.0986293181104,1,true
4,5000,5000,282700,559700,708500,1717211400,2911.69741826778,1,true
