phase,cell,batch,eligible,block,engine,n_samples,started_unix,elapsed_s,clk_before_mhz,clk_end_mhz,temp_end_c,power_end_w,lat_p50_ns,lat_p95_ns,device_selection_med_ns,device_scoring_med_ns,backend_execution_med_ns,row_materialization_med_ns,upload_enqueue_med_ns,readback_completion_med_ns,device_total_med_ns
e2,b1-e30000,1,30000,4,cpu,15000,1790255987.2605622,259.0980246067047,210.0,210.0,25.0,13.69,9739947,11268904,,,9730227.0,,,,
e2,b1-e30000,1,30000,4,gpu-rows,15000,1790256662.4691966,167.4918622970581,210.0,615.0,27.0,17.07,4428123,4964543,1296032.0,108384.0,2189967.0,2208507.0,61050.0,1831552.5,1404400.0
e2,b1-e30000,1,30000,4,gpu-predicate,15000,1790256276.3995817,168.99857306480408,210.0,1305.0,27.0,31.15,4354324,4738563,1385792.0,108896.0,2073362.0,2244661.5,93720.0,1853862.0,1494752.0
e2,b1-e30000,1,30000,4,gpu-mask,15000,1790256475.4398365,156.99176740646362,210.0,1200.0,28.0,31.09,3341435,4571183,1162112.0,81152.0,1613273.0,1731938.0,88910.0,1358528.0,1243232.0
e2,b16-e100,16,100,0,cpu,939,1790263501.3543813,2.358860731124878,210.0,210.0,29.0,15.51,278470,344290,,,16040.0,,,,
e2,b16-e100,16,100,0,gpu-rows,939,1790263568.7165258,2.997436761856079,210.0,2520.0,30.0,59.52,197849,228629,18048.0,6048.0,160150.0,3380.0,10110.0,86630.0,24096.0
e2,b16-e100,16,100,0,gpu-predicate,939,1790263533.7536442,4.931464433670044,210.0,2775.0,35.0,131.26,1210969,1282199,699424.0,283360.0,1173050.0,3580.0,40350.0,1053420.0,982720.0
e2,b16-e100,16,100,0,gpu-mask,939,1790263601.7448013,4.932901382446289,210.0,2775.0,34.0,120.57,1191329,1353149,699424.0,258048.0,1153879.0,3800.0,40200.0,1028129.0,957376.0
e2,b16-e100,16,100,1,cpu,939,1790263636.7240672,2.3955557346343994,210.0,210.0,28.0,14.81,284740,343420,,,16390.0,,,,
e2,b16-e100,16,100,1,gpu-rows,939,1790263704.12162,3.090984582901001,210.0,2520.0,29.0,58.99,201200,250420,18048.0,6048.0,161470.0,3560.0,10420.0,87280.0,24096.0
e2,b16-e100,16,100,1,gpu-predicate,939,1790263669.1495821,4.939310073852539,210.0,2775.0,35.0,127.62,1209699,1315529,699392.0,283360.0,1171629.0,3550.0,39080.0,1052749.0,982688.0
e2,b16-e100,16,100,1,gpu-mask,939,1790263737.2460592,5.294695615768433,210.0,2775.0,32.0,112.89,1306929,1508309,699424.0,258048.0,1243269.0,6850.0,50250.0,1043789.0,957408.0
e2,b16-e100,16,100,2,cpu,939,1790263840.6852298,2.431715965270996,210.0,210.0,28.0,15.09,277960,376479,,,15820.0,,,,
e2,b16-e100,16,100,2,gpu-rows,939,1790263772.5708816,3.040055990219116,210.0,2520.0,30.0,58.91,196900,233540,18048.0,6048.0,161960.0,3540.0,10060.0,88800.0,24096.0
e2,b16-e100,16,100,2,gpu-predicate,939,1790263805.643176,5.011641502380371,2520.0,2775.0,35.0,128.21,1211509,1369039,699392.0,283360.0,1173389.0,3810.0,41130.0,1052349.0,982656.0
e2,b16-e100,16,100,2,gpu-mask,939,1790263873.1480317,4.98860502243042,210.0,2775.0,33.0,120.76,1197069,1403519,699424.0,258016.0,1156859.0,3760.0,41860.0,1028429.0,957376.0
e2,b16-e100,16,100,3,cpu,939,1790263976.1806898,2.3741962909698486,210.0,210.0,28.0,15.02,278840,366589,,,16200.0,,,,
e2,b16-e100,16,100,3,gpu-rows,939,1790263908.167423,3.082001209259033,210.0,2520.0,29.0,59.32,203160,241270,18048.0,6048.0,165870.0,3540.0,10260.0,89560.0,24096.0
e2,b16-e100,16,100,3,gpu-predicate,939,1790263941.2801995,4.86142635345459,210.0,2775.0,35.0,130.43,1204519,1238179,699424.0,283360.0,1168269.0,3580.0,39450.0,1051279.0,982720.0
e2,b16-e100,16,100,3,gpu-mask,939,1790264008.585827,5.005183458328247,210.0,2775.0,33.0,115.95,1224070,1400979,699424.0,258048.0,1182069.0,4790.0,44160.0,1042759.0,957408.0
e2,b16-e100,16,100,4,cpu,939,1790264114.3256552,2.4002981185913086,210.0,210.0,28.0,14.88,275649,373529,,,15790.0,,,,
e2,b16-e100,16,100,4,gpu-rows,939,1790264146.760856,3.0167441368103027,210.0,2520.0,29.0,58.65,198560,207960,18048.0,6048.0,164259.0,3340.0,10000.0,91949.0,24096.0
e2,b16-e100,16,100,4,gpu-predicate,939,1790264078.8758464,5.41401743888855,210.0,2775.0,35.0,122.59,1364768,1403158,699392.0,283392.0,1282499.0,7480.0,51290.0,1072069.0,982720.0
e2,b16-e100,16,100,4,gpu-mask,939,1790264043.632335,5.211611270904541,210.0,2775.0,34.0,118.03,1278679,1431319,699424.0,258048.0,1215659.0,6360.0,48700.0,1037379.0,957408.0
e2,b16-e1000,16,1000,0,cpu,939,1790264255.5332034,6.044116497039795,210.0,210.0,28.0,15.91,1751368,1790258,,,107390.0,,,,
e2,b16-e1000,16,1000,0,gpu-rows,939,1790264291.618554,5.208513021469116,210.0,2520.0,30.0,58.28,250010,260350,27616.0,13472.0,188940.0,28700.0,10650.0,110080.0,40992.0
e2,b16-e1000,16,1000,0,gpu-predicate,939,1790264179.8094554,7.827683687210083,210.0,2775.0,33.0,115.3,1450819,1640818,704480.0,298752.0,1320058.0,63410.0,57350.0,1095259.0,1003104.0
e2,b16-e1000,16,1000,0,gpu-mask,939,1790264217.6778412,7.821871042251587,210.0,2775.0,34.0,111.84,1443329,1595198,704608.0,274720.0,1310619.0,63640.0,55980.0,1072689.0,979232.0
e2,b16-e1000,16,1000,1,cpu,939,1790264402.415135,6.0295796394348145,210.0,210.0,28.0,15.82,1793898,1865739,,,110440.0,,,,
e2,b16-e1000,16,1000,1,gpu-rows,939,1790264438.4858391,5.201143503189087,210.0,1155.0,30.0,55.44,252349,300169,27872.0,13728.0,189380.0,28570.0,10570.0,111870.0,41472.0
e2,b16-e1000,16,1000,1,gpu-predicate,939,1790264326.8681557,7.754833698272705,210.0,2775.0,33.0,114.58,1447788,1491828,704448.0,298720.0,1317659.0,62980.0,55340.0,1094959.0,1003104.0
e2,b16-e1000,16,1000,1,gpu-mask,939,1790264364.6646924,7.709338903427124,210.0,2775.0,34.0,110.11,1459108,1636229,704512.0,274688.0,1322729.0,64200.0,57000.0,1076029.0,979104.0
e2,b16-e1000,16,1000,2,cpu,939,1790264549.405307,6.058608293533325,210.0,210.0,28.0,15.54,1754548,2703477,,,108640.0,,,,
e2,b16-e1000,16,1000,2,gpu-rows,939,1790264585.4975774,5.221222162246704,210.0,1005.0,30.0,54.17,260300,315000,28000.0,13792.0,198630.0,28570.0,11550.0,115240.0,41632.0
e2,b16-e1000,16,1000,2,gpu-predicate,939,1790264473.7175555,7.754649877548218,210.0,2775.0,34.0,116.9,1459068,1501138,704480.0,298720.0,1325569.0,63410.0,57140.0,1096689.0,1003136.0
e2,b16-e1000,16,1000,2,gpu-mask,939,1790264511.5039833,7.860864639282227,210.0,2775.0,34.0,110.31,1474969,1610588,704544.0,274720.0,1341479.0,64840.0,61330.0,1084259.0,979232.0
e2,b16-e1000,16,1000,3,cpu,939,1790264620.7576287,5.963205337524414,210.0,210.0,28.0,15.89,1726338,1835818,,,106720.0,,,,
e2,b16-e1000,16,1000,3,gpu-rows,939,1790264656.7513304,5.171220779418945,210.0,2520.0,30.0,57.41,255919,270160,27616.0,13504.0,193780.0,28820.0,11150.0,112270.0,41024.0
e2,b16-e1000,16,1000,3,gpu-predicate,939,1790264691.962347,7.806951284408569,210.0,2775.0,35.0,119.78,1434309,1575328,704576.0,298752.0,1304579.0,67290.0,52790.0,1094929.0,1003264.0
e2,b16-e1000,16,1000,3,gpu-mask,939,1790264729.8046544,7.766047239303589,210.0,2775.0,34.0,106.11,1461468,1492639,704576.0,274720.0,1330878.0,63640.0,55240.0,1098929.0,979200.0
e2,b16-e1000,16,1000,4,cpu,939,1790264878.1680622,5.9950783252716064,210.0,210.0,29.0,15.95,1747428,1770899,,,107519.0,,,,
e2,b16-e1000,16,1000,4,gpu-rows,939,1790264805.4047704,5.1805808544158936,210.0,1095.0,31.0,55.54,251160,309160,27712.0,13472.0,188610.0,28440.0,10670.0,110550.0,41088.0
e2,b16-e1000,16,1000,4,gpu-predicate,939,1790264767.610911,7.7538299560546875,210.0,2775.0,35.0,115.65,1460478,1597549,704512.0,298752.0,1325659.0,64110.0,57190.0,1098199.0,1003200.0
e2,b16-e1000,16,1000,4,gpu-mask,939,1790264840.6263473,7.500586032867432,210.0,2775.0,34.0,115.5,1351908,1501058,704576.0,274688.0,1252908.0,52430.0,51980.0,1068649.0,979168.0
e2,b16-e10000,16,10000,0,cpu,939,1790265998.1188867,107.39651799201965,210.0,210.0,28.0,14.67,64081070,87310078,,,3987736.0,,,,
e2,b16-e10000,16,10000,0,gpu-rows,939,1790265851.951318,43.205442905426025,210.0,375.0,30.0,23.84,2099788,2239958,555200.0,371296.0,1316428.0,702869.0,39760.0,1056339.0,926304.0
e2,b16-e10000,16,10000,0,gpu-predicate,939,1790265778.088477,43.82162427902222,210.0,2775.0,35.0,110.19,2247528,2647008,691104.0,447648.0,1466208.0,697139.0,56470.0,1233889.0,1138688.0
e2,b16-e10000,16,10000,0,gpu-mask,939,1790265925.197575,42.879698038101196,210.0,2775.0,34.0,107.57,2268858,2351598,691168.0,428416.0,1501708.0,694949.0,59340.0,1235619.0,1119520.0
e2,b16-e10000,16,10000,1,cpu,939,1790266208.4347475,102.92090797424316,210.0,210.0,28.0,14.44,62083507,67197042,,,3874017.0,,,,
e2,b16-e10000,16,10000,1,gpu-rows,939,1790266135.5567503,42.847410917282104,210.0,420.0,29.0,23.76,2129099,2273818,555424.0,371264.0,1352689.0,693659.0,41310.0,1092110.0,926528.0
e2,b16-e10000,16,10000,1,gpu-predicate,939,1790266341.3961701,43.95010948181152,210.0,2775.0,33.0,111.38,2242498,2353688,691200.0,447648.0,1461529.0,701979.0,56540.0,1230389.0,1138784.0
e2,b16-e10000,16,10000,1,gpu-mask,939,1790266415.3759274,42.97878432273865,210.0,2775.0,33.0,105.44,2272828,2308208,691360.0,428512.0,1499129.0,696389.0,58370.0,1243309.0,1119744.0
e2,b16-e10000,16,10000,2,cpu,939,1790266561.3979218,102.67421555519104,210.0,210.0,28.0,14.47,62339046,71310088,,,3890197.0,,,,
e2,b16-e10000,16,10000,2,gpu-rows,939,1790266694.1123395,42.09659004211426,210.0,435.0,29.0,24.26,2077169,2299718,554592.0,371104.0,1308909.0,690060.0,40090.0,1053569.0,925696.0
e2,b16-e10000,16,10000,2,gpu-predicate,939,1790266766.2492623,44.34945774078369,210.0,2775.0,34.0,111.62,2263058,2306528,691168.0,447648.0,1490418.0,695189.0,57639.0,1261119.0,1138752.0
e2,b16-e10000,16,10000,2,gpu-mask,939,1790266488.3951828,42.97272729873657,210.0,2775.0,34.0,107.77,2257728,2298028,691168.0,428448.0,1493869.0,684260.0,58800.0,1238659.0,1119520.0
e2,b16-e10000,16,10000,3,cpu,939,1790267061.3388667,103.29981923103333,210.0,210.0,28.0,14.59,62638116,82015210,,,3911216.0,,,,
e2,b16-e10000,16,10000,3,gpu-rows,939,1790266988.585744,42.71279573440552,210.0,375.0,29.0,23.03,2145838,2253738,572544.0,383776.0,1369909.0,696679.0,39880.0,1114419.0,956160.0
e2,b16-e10000,16,10000,3,gpu-predicate,939,1790266840.6294284,43.151832580566406,210.0,2775.0,33.0,110.03,2262428,2357848,691136.0,447680.0,1486499.0,698499.0,58540.0,1258149.0,1138752.0
e2,b16-e10000,16,10000,3,gpu-mask,939,1790266913.8213637,44.72330594062805,210.0,2775.0,34.0,108.71,2266468,2365718,691136.0,428416.0,1489929.0,698359.0,58460.0,1228559.0,1119520.0
e2,b16-e10000,16,10000,4,cpu,939,1790267194.6703787,103.28461480140686,210.0,210.0,28.0,14.73,61995953,79985767,,,3866630.0,,,,
e2,b16-e10000,16,10000,4,gpu-rows,939,1790267474.6291854,46.12864947319031,210.0,465.0,29.0,23.83,2226861,3531980,554656.0,371104.0,1365990.0,710221.0,41630.0,1061670.0,925696.0
e2,b16-e10000,16,10000,4,gpu-predicate,939,1790267401.521639,43.04055619239807,210.0,2775.0,34.0,111.97,2265500,2345231,691072.0,447680.0,1490810.0,697000.0,57670.0,1260931.0,1138688.0
e2,b16-e10000,16,10000,4,gpu-mask,939,1790267327.9949832,43.49354410171509,210.0,2775.0,34.0,104.81,2269960,2347630,691424.0,428512.0,1499140.0,693220.0,57600.0,1242171.0,1119808.0
e2,b16-e3000,16,3000,0,cpu,939,1790265041.6415806,14.851751327514648,210.0,210.0,29.0,15.41,5689625,5893294,,,379560.0,,,,
e2,b16-e3000,16,3000,0,gpu-rows,939,1790264957.3415859,11.278366327285767,210.0,375.0,29.0,21.06,968229,1122129,254880.0,147136.0,714929.0,175560.0,28080.0,528760.0,401984.0
e2,b16-e3000,16,3000,0,gpu-predicate,939,1790264998.6606991,12.939120054244995,210.0,2775.0,33.0,110.29,1610398,1670609,705280.0,335392.0,1349439.0,182080.0,53500.0,1131069.0,1040608.0
e2,b16-e3000,16,3000,0,gpu-mask,939,1790264914.206388,13.093955039978027,210.0,2775.0,34.0,110.62,1656319,1693169,705216.0,313184.0,1389729.0,186540.0,58470.0,1143809.0,1018304.0
e2,b16-e3000,16,3000,1,cpu,939,1790265086.5338135,15.211703777313232,210.0,210.0,28.0,15.48,5554634,6635134,,,367119.0,,,,
e2,b16-e3000,16,3000,1,gpu-rows,939,1790265174.864033,11.161730289459229,210.0,450.0,30.0,21.86,806519,1444489,216864.0,124448.0,614689.0,139900.0,24520.0,458410.0,340832.0
e2,b16-e3000,16,3000,1,gpu-predicate,939,1790265131.7868295,13.035323858261108,210.0,2775.0,35.0,115.16,1630588,1669369,705312.0,335392.0,1364439.0,186360.0,60020.0,1131579.0,1040640.0
e2,b16-e3000,16,3000,1,gpu-mask,939,1790265216.061015,13.348130226135254,210.0,2775.0,34.0,109.19,1619798,1954798,705280.0,313184.0,1356168.0,185120.0,55090.0,1111658.0,1018432.0
e2,b16-e3000,16,3000,2,cpu,939,1790265344.1094027,15.168952703475952,210.0,210.0,29.0,15.75,5887855,6912573,,,387410.0,,,,
e2,b16-e3000,16,3000,2,gpu-rows,939,1790265259.4429657,11.516916275024414,210.0,345.0,30.0,20.96,1025999,1362389,275552.0,159296.0,768869.0,186950.0,29920.0,564870.0,434720.0
e2,b16-e3000,16,3000,2,gpu-predicate,939,1790265389.320646,12.656061887741089,210.0,2775.0,35.0,128.76,1361189,1467759,705312.0,335392.0,1238309.0,86310.0,39809.0,1115439.0,1040640.0
e2,b16-e3000,16,3000,2,gpu-mask,939,1790265301.000774,13.068805932998657,210.0,2775.0,35.0,111.86,1622009,1757799,705376.0,313184.0,1355649.0,186730.0,58980.0,1110629.0,1018464.0
e2,b16-e3000,16,3000,3,cpu,939,1790265473.4253533,15.411842823028564,210.0,210.0,29.0,15.76,5929575,7038364,,,393800.0,,,,
e2,b16-e3000,16,3000,3,gpu-rows,939,1790265432.006988,11.378151655197144,210.0,345.0,30.0,19.78,1081749,1414739,275488.0,159264.0,810660.0,187510.0,32220.0,600219.0,434624.0
e2,b16-e3000,16,3000,3,gpu-predicate,939,1790265518.8791366,13.247389554977417,210.0,2775.0,33.0,112.47,1647349,1759908,705312.0,335392.0,1382489.0,187250.0,58590.0,1144459.0,1040608.0
e2,b16-e3000,16,3000,3,gpu-mask,939,1790265562.1668477,13.368444442749023,210.0,2775.0,34.0,109.21,1658128,1710939,705280.0,313152.0,1389408.0,188450.0,61090.0,1128748.0,1018368.0
e2,b16-e3000,16,3000,4,cpu,939,1790265646.9417539,14.556350708007812,210.0,210.0,29.0,15.03,5224966,5671195,,,340079.0,,,,
e2,b16-e3000,16,3000,4,gpu-rows,939,1790265605.5749354,11.335620641708374,2520.0,375.0,30.0,22.07,907089,1146179,254912.0,147200.0,701100.0,151840.0,28360.0,533540.0,402080.0
e2,b16-e3000,16,3000,4,gpu-predicate,939,1790265691.5357769,13.140442848205566,210.0,2775.0,34.0,113.6,1631208,1660729,705280.0,335424.0,1362628.0,187050.0,55610.0,1134439.0,1040640.0
e2,b16-e3000,16,3000,4,gpu-mask,939,1790265734.719164,13.331725120544434,210.0,2775.0,35.0,111.18,1622479,1680699,705312.0,313152.0,1357179.0,186539.0,57960.0,1113609.0,1018400.0
e2,b16-e30000,16,30000,0,cpu,939,1790267829.423299,254.20498037338257,210.0,210.0,28.0,14.56,154511386,177229892,,,9647750.0,,,,
e2,b16-e30000,16,30000,0,gpu-rows,939,1790268113.6687448,107.8998110294342,210.0,690.0,29.0,35.84,5182395,5868424,1040928.0,880320.0,2791257.0,2254357.0,68560.0,2386598.0,1919776.0
e2,b16-e30000,16,30000,0,gpu-predicate,939,1790267692.3051693,107.07698965072632,210.0,1710.0,30.0,49.34,5168662,5466661,1101504.0,1103232.0,2831100.0,2241341.0,97030.0,2552771.0,2204576.0
e2,b16-e30000,16,30000,0,gpu-mask,939,1790267550.7874913,111.47650527954102,210.0,1695.0,30.0,48.3,5179511,6319201,1052256.0,1018752.0,2745711.0,2289971.0,97580.0,2419780.0,2070752.0
e2,b16-e30000,16,30000,1,gpu-rows,939,1790268388.7801688,106.26747226715088,210.0,570.0,29.0,28.44,5334374,5686595,1167840.0,979104.0,2977806.0,2250078.0,68600.0,2562348.0,2147584.0
e2,b16-e30000,16,30000,1,gpu-predicate,939,1790268525.0889,106.83873081207275,210.0,1680.0,30.0,47.98,5163025,6063084,1079520.0,1085600.0,2782597.0,2283198.0,98290.0,2502647.0,2166464.0
e2,b16-e30000,16,30000,1,gpu-mask,939,1790268251.6088443,107.14118123054504,210.0,1905.0,31.0,51.06,4747356,5044305,851264.0,850400.0,2375057.0,2281688.0,95920.0,2042618.0,1700832.0
