run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,12502053,12770525,12770525,52666270,1215.1990258660808,10,1,1,true
1,4,64,13158017,13768480,13768480,58759520,1089.1852077756932,10,1,1,true
2,4,64,13773787,13791770,13791770,60977862,1049.561232566665,10,1,1,true
