run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,29846,36689,41328,2343092,27314.33507519124,1,true
1,64,64,30447,35867,42389,2352680,27203.019535168405,1,true
2,64,64,30247,34184,37590,2309349,27713.4378562963,1,true
