run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,166928,200688,233110,12284287,5209.9075835659005,1,true
1,64,64,164389,172825,174289,11626456,5504.6868968497365,1,true
2,64,64,184813,270212,511871,14232104,4496.875514681456,1,true
