run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,4,64,3295995,3370965,3370965,14725342,4346.248800197645,1.0,True
1,4,64,3318988,3360144,3360144,14749137,4339.236932981232,1.0,True
2,4,64,3328125,3396072,3396072,14792467,4326.526467829875,1.0,True
